BlockID_Flint,BlockID_Flint2,ward,CommercialBldgCount,CommercialBldgTotArea,Lat,Long,E_Income,M_Income,FID_2,E_Total,E_M_Total,E_MLT05,E_M05_09,E_M10_14,E_M15_17,E_M18_19,E_M20,E_M21,E_M22_24,E_M25_29,E_M30_34,E_M35_39,E_M40_44,E_M45_49,E_M50_54,E_M55_59,E_M60_61,E_M62_64,E_M65_66,E_M67_69,E_M70_74,E_M75_79,E_M80_84,E_M85up,E_F_Total,E_FLT05,E_F05_09,E_F10_14,E_F15_17,E_F18_19,E_F20,E_F21,E_F22_24,E_F25_29,E_F30_34,E_F35_39,E_F40_44,E_F45_49,E_F50_54,E_F55_59,E_F60_61,E_F62_64,E_F65_66,E_F67_69,E_F70_74,E_F75_79,E_F80_84,E_F85up,M_Total,M_M_Total,M_MLT05,M_M05_09,M_M10_14,M_M15_17,M_M18_19,M_M20,M_M21,M_M22_24,M_M25_29,M_M30_34,M_M35_39,M_M40_44,M_M45_49,M_M50_54,M_M55_59,M_M60_61,M_M62_64,M_M65_66,M_M67_69,M_M70_74,M_M75_79,M_M80_84,M_M85up,M_F_Total,M_FLT05,M_F05_09,M_F10_14,M_F15_17,M_F18_19,M_F20,M_F21,M_F22_24,M_F25_29,M_F30_34,M_F35_39,M_F40_44,M_F45_49,M_F50_54,M_F55_59,M_F60_61,M_F62_64,M_F65_66,M_F67_69,M_F70_74,M_F75_79,M_F80_84,M_F85up
block57,57,6,4,4083.222656,43.014635,-83.718225,29265,19354,56,1359,711,53,128,75,16,45,57,52,65,39,19,28,12,0,27,55,0,13,0,0,0,0,27,0,648,57,0,13,0,121,45,20,64,23,68,24,23,11,45,23,25,14,0,12,46,0,14,0,327,200,43,136,70,20,47,55,49,55,37,29,26,20,10,31,58,10,20,10,10,10,10,30,10,157,73,10,21,10,56,43,23,71,25,72,28,26,18,57,26,28,21,10,20,41,10,21,10
block58,58,6,4,46113.97656,43.00977,-83.732837,27766,8684,57,1426,646,30,76,127,0,0,0,0,12,31,62,104,29,36,65,38,0,0,0,0,22,0,0,14,780,0,154,47,15,0,0,34,68,60,62,111,25,13,39,82,0,0,0,13,26,0,14,17,483,288,33,66,129,10,10,10,10,19,49,67,118,31,33,60,48,10,10,10,10,24,10,10,21,255,10,110,57,25,10,10,53,73,78,69,90,40,21,44,75,10,10,10,20,30,10,21,26
block59,59,6,2,11261.51563,43.010296,-83.726727,21888,19031,58,445,207,0,20,0,0,0,0,0,11,0,0,32,37,0,35,23,13,36,0,0,0,0,0,0,238,32,0,0,0,0,0,0,12,14,14,0,54,0,0,36,24,0,0,0,24,14,0,14,128,96,10,33,10,10,10,10,10,17,10,10,51,45,10,56,36,20,57,10,10,10,10,10,10,94,37,10,10,10,10,10,10,20,22,21,10,48,10,10,42,39,10,10,10,27,23,10,22
block6,6,1,0,0,43.070206,-83.709747,25221,5620,5,336,144,24,11,14,0,0,23,0,0,8,9,19,0,0,7,0,19,0,0,0,10,0,0,0,192,19,6,14,5,0,0,0,12,6,19,7,10,0,22,15,0,9,0,6,6,6,14,16,115,56,24,13,22,10,10,25,10,10,13,14,21,10,10,11,10,16,10,10,10,11,10,10,10,75,29,9,20,9,10,10,10,19,9,24,10,15,10,20,17,10,14,10,9,9,9,15,20
block60,60,3,12,40360.69141,43.072177,-83.688904,18382,4868,59,410,196,17,22,3,0,7,0,0,8,0,0,4,23,7,20,8,12,0,13,8,5,10,9,20,214,7,46,4,0,0,16,0,0,26,24,0,20,0,38,11,0,7,0,0,5,6,4,0,141,73,28,26,6,10,11,10,10,14,10,10,7,18,13,18,13,15,10,20,14,8,16,13,23,94,14,43,7,10,10,17,10,10,34,28,10,23,10,25,12,10,11,10,10,8,10,7,10
block61,61,3,18,50385.375,43.066022,-83.684401,23500,6523,60,1074,334,28,16,20,24,0,0,12,0,0,0,19,44,39,17,31,17,20,14,0,5,26,2,0,740,80,16,104,72,23,0,0,41,59,56,54,54,48,35,31,8,23,14,0,4,7,11,0,278,95,34,26,29,34,10,10,18,10,10,10,27,38,45,18,24,18,30,22,10,7,24,6,10,254,63,24,105,60,28,10,10,64,44,50,42,48,45,28,21,12,23,22,10,7,10,11,10
block62,62,3,9,69865.46875,43.072642,-83.668175,34013,21549,61,610,308,0,24,68,9,0,22,30,8,25,0,20,24,17,27,7,0,19,0,0,8,0,0,0,302,0,0,12,54,0,0,0,0,37,12,21,71,15,15,6,19,0,15,0,0,9,9,7,198,103,10,38,61,13,10,31,47,14,27,10,31,31,26,28,11,10,23,10,10,12,10,10,10,104,10,10,21,51,10,10,10,10,41,21,32,46,21,18,10,23,10,23,10,10,12,12,10
block63,63,3,2,10199.22266,43.069225,-83.66516,13892,2487,62,1503,661,155,203,63,2,25,0,0,44,0,83,24,0,6,7,34,0,0,9,0,0,0,0,6,842,236,106,29,20,0,88,62,49,117,36,0,21,8,16,33,0,0,0,0,21,0,0,0,352,211,86,82,59,6,39,10,10,54,10,76,24,10,10,11,29,10,10,12,10,10,10,10,10,227,121,65,40,31,10,70,53,48,63,36,10,33,12,17,30,10,10,10,10,19,10,10,10
block64,64,3,2,10106.5625,43.065347,-83.653562,15625,11706,63,1092,397,110,0,0,21,21,5,0,44,45,0,23,12,44,32,5,0,20,0,1,9,5,0,0,695,108,43,48,71,19,22,0,154,24,2,40,46,24,32,4,0,31,1,10,11,5,0,0,314,170,92,10,10,30,30,8,10,59,48,10,32,14,41,33,8,10,16,10,2,10,9,10,10,230,88,49,72,56,27,36,10,88,24,3,41,69,30,30,7,10,27,2,12,12,8,10,10
block65,65,3,1,13291.03516,43.059665,-83.658668,14415,2562,64,750,384,116,12,8,27,0,0,0,38,17,0,19,0,47,42,25,5,5,0,0,5,18,0,0,366,45,21,60,14,0,31,0,32,22,29,17,21,7,7,10,11,17,0,5,5,12,0,0,302,177,99,19,14,32,10,10,10,61,28,10,20,10,40,38,32,8,8,10,10,9,22,10,10,166,59,26,80,16,10,49,10,39,25,35,17,33,11,10,11,14,19,10,7,9,13,10,10
block66,66,4,17,146195.5742,43.05681,-83.650798,20833,12891,65,950,506,68,59,34,17,0,6,0,37,71,8,42,42,47,33,7,0,5,0,11,19,0,0,0,444,41,18,31,5,5,7,7,8,51,16,7,55,68,44,19,6,5,23,0,11,17,0,0,259,161,50,44,36,18,10,10,10,38,48,12,41,44,40,23,10,10,10,10,14,17,10,10,10,141,42,22,32,7,6,11,12,12,43,17,10,48,70,44,18,9,8,18,10,13,17,10,10
block67,67,3,27,50872.07031,43.057839,-83.688077,23162,3605,66,511,247,0,0,22,18,0,0,0,9,15,0,0,32,14,13,13,35,12,0,22,30,6,6,0,264,0,6,31,19,7,0,0,13,0,11,12,7,13,19,55,5,6,21,5,5,6,12,11,112,81,10,10,20,17,10,10,10,13,19,10,10,27,22,13,13,25,13,10,20,25,9,8,10,68,10,9,23,16,10,10,10,21,10,12,20,10,16,17,33,9,9,19,8,8,9,13,12
block68,68,3,17,28736.55469,43.048594,-83.690453,0,0,67,436,231,27,17,0,0,0,0,8,1,9,0,29,22,7,23,35,20,17,0,0,0,0,5,11,205,31,33,0,6,0,0,0,0,30,0,6,7,8,18,22,17,6,0,0,5,5,11,0,150,75,24,21,10,10,10,10,13,4,13,10,32,25,10,23,23,31,22,10,10,10,10,9,17,100,28,31,10,9,10,10,10,10,27,10,10,10,11,20,16,19,8,10,10,8,8,17,10
block69,69,3,9,32907.375,43.044723,-83.669502,20052,16187,68,402,284,0,12,47,8,0,25,0,0,0,0,0,0,26,7,123,31,0,5,0,0,0,0,0,118,6,3,7,0,0,0,0,5,8,7,8,16,6,0,0,6,6,8,7,19,0,6,0,196,162,10,14,55,13,10,40,10,10,10,10,10,10,34,12,120,34,10,8,10,10,10,10,10,58,11,6,10,10,10,10,10,8,10,10,13,25,10,10,10,8,11,9,10,23,10,9,10
block7,7,1,7,14272.29297,43.070221,-83.700477,15655,10508,6,401,198,17,7,14,26,0,0,0,27,0,0,0,4,55,26,0,0,15,0,0,7,0,0,0,203,19,15,7,0,15,0,0,0,8,15,8,6,0,30,23,0,15,0,7,13,0,8,14,199,128,18,10,21,30,10,10,10,38,10,10,10,9,60,29,10,10,24,10,10,10,10,10,10,103,22,22,11,10,23,10,10,10,12,22,12,9,10,33,24,10,20,10,10,19,10,11,14
block70,70,3,3,5051.589844,43.040416,-83.672777,44632,17005,69,479,236,17,0,15,0,0,17,0,13,38,19,0,54,17,25,21,0,0,0,0,0,0,0,0,243,78,16,11,0,0,12,0,15,23,0,38,33,0,7,10,0,0,0,0,0,0,0,0,227,110,28,10,20,10,10,25,10,22,32,19,10,44,25,22,16,10,10,10,10,10,10,10,10,137,69,21,15,10,10,17,10,24,23,10,35,30,10,11,14,10,10,10,10,10,10,10,10
block71,71,4,7,7843.570313,43.040567,-83.66806,0,0,70,385,170,2,1,0,10,11,0,0,1,0,43,17,0,26,19,33,0,0,7,0,0,0,0,0,215,0,0,48,0,5,8,0,1,0,44,26,0,20,19,38,6,0,0,0,0,0,0,0,161,76,9,6,10,13,13,10,10,5,10,32,26,10,30,17,30,10,10,10,10,10,10,10,10,133,10,10,72,10,9,13,10,5,10,59,27,10,17,28,27,10,10,10,10,10,10,10,10
block72,72,4,13,14466.93359,43.03613,-83.667948,0,0,71,213,114,0,0,6,9,0,0,0,0,0,0,35,20,0,15,14,0,10,0,0,0,0,0,5,99,0,0,19,10,0,0,0,0,14,0,9,6,7,7,0,15,0,0,0,6,6,0,0,118,74,10,10,9,15,10,10,10,10,10,10,34,31,10,16,15,10,13,10,10,10,10,10,8,64,10,10,30,15,10,10,10,10,15,10,14,9,10,9,10,15,10,10,10,8,9,10,10
block73,73,5,26,24453.6875,43.035699,-83.674878,18250,6922,72,441,231,0,24,24,0,0,0,0,37,1,20,0,11,0,12,25,0,23,17,26,6,5,0,0,210,0,12,44,0,0,13,0,16,21,13,6,8,0,17,38,13,1,0,0,0,0,8,0,151,78,10,36,25,10,10,10,10,30,2,23,10,17,10,13,19,10,24,18,25,8,9,10,10,93,10,17,47,10,10,19,10,25,22,19,9,12,10,17,42,22,3,10,10,10,10,12,10
block74,74,4,40,63210.47656,43.034643,-83.660027,19440,8955,73,398,210,11,20,18,14,0,4,9,2,3,30,0,15,27,25,7,5,13,0,7,0,0,0,0,188,14,8,0,14,0,0,0,0,9,22,13,30,8,6,19,6,10,0,0,9,20,0,0,147,85,16,18,16,15,10,7,12,5,5,28,10,17,25,29,11,9,15,10,10,10,10,10,10,71,16,12,10,15,10,10,10,10,14,24,14,23,9,8,18,9,11,10,10,13,29,10,10
block75,75,4,28,71235.43359,43.042679,-83.661212,21723,12252,74,619,345,8,24,20,6,0,9,0,29,10,31,25,30,61,30,16,0,14,3,3,18,8,0,0,274,7,0,13,12,11,0,18,0,24,25,20,19,52,18,7,11,11,20,3,0,3,0,0,202,122,11,39,22,10,10,19,10,30,16,31,28,26,45,27,13,10,20,6,6,23,15,10,10,101,9,10,20,17,16,10,30,10,32,23,23,21,47,19,8,13,12,17,6,10,6,10,10
block76,76,4,14,23232.51953,43.037646,-83.659849,0,0,75,778,408,44,35,27,7,8,0,0,0,56,10,51,47,28,58,4,0,15,0,12,0,6,0,0,370,30,41,9,13,0,0,11,6,25,26,36,20,40,50,46,0,5,0,0,0,6,6,0,285,152,46,32,24,10,13,10,10,10,37,19,39,44,22,41,6,10,25,10,12,10,10,10,10,150,42,37,14,15,10,10,16,10,28,24,40,29,30,28,44,10,10,10,10,10,8,9,10
block77,77,4,22,411038.2109,43.046619,-83.652842,26469,10979,76,754,406,0,15,0,26,0,0,57,23,106,21,28,0,0,63,44,0,0,0,0,11,12,0,0,348,51,24,0,0,0,24,15,0,0,26,14,0,64,47,22,17,0,10,12,11,0,11,0,258,168,10,25,10,32,10,10,49,34,76,26,28,10,10,48,48,10,10,10,10,16,18,10,10,144,47,49,10,10,10,34,23,10,10,25,25,10,59,52,26,21,10,16,17,18,10,17,10
block78,78,4,4,6001.007813,43.046008,-83.648317,35595,17932,77,992,548,86,57,67,0,0,0,0,0,62,34,12,48,13,39,50,34,0,0,23,12,0,11,0,444,0,19,6,11,60,0,0,0,71,91,37,0,7,25,53,9,0,20,23,12,0,0,0,339,198,85,62,44,10,10,10,10,10,43,31,18,49,20,31,38,31,10,10,22,17,10,17,10,161,10,28,12,17,70,10,10,10,67,64,32,10,12,29,37,14,10,27,23,18,10,10,10
block79,79,4,7,68605.09766,43.046354,-83.640796,21722,6482,78,1312,542,0,76,19,17,0,22,0,19,19,16,47,6,83,33,33,22,69,30,0,11,11,9,0,770,79,0,58,95,0,10,0,31,29,0,73,36,11,92,37,47,62,12,13,11,35,38,1,246,177,10,70,28,26,10,32,10,29,18,15,45,12,60,29,28,25,50,37,10,16,18,15,10,218,50,10,58,64,10,17,10,35,38,10,55,37,20,67,30,45,64,18,20,17,33,36,3
block8,8,1,8,47745.73438,43.064746,-83.727023,19423,14655,7,1160,489,6,0,12,55,22,14,53,0,16,51,51,22,33,67,31,0,0,23,1,11,1,9,11,671,0,31,13,0,27,0,0,53,86,35,43,10,114,43,91,17,0,24,18,32,24,0,10,327,162,10,10,19,59,35,24,73,10,26,78,54,25,38,62,36,10,10,32,4,17,2,15,17,253,10,47,20,10,31,10,10,75,88,43,41,16,97,37,69,27,10,34,20,37,38,10,16
block80,80,7,8,66454.08984,43.028336,-83.677407,37813,18775,79,293,177,0,0,0,0,0,0,9,28,0,14,8,46,0,9,17,33,13,0,0,0,0,0,0,116,0,0,0,0,0,0,31,0,0,0,0,0,0,9,32,12,0,0,13,19,0,0,0,97,66,10,10,10,10,10,10,14,30,10,28,14,46,10,14,25,30,20,10,10,10,10,10,10,48,10,10,10,10,10,10,32,10,10,10,10,10,10,17,25,19,10,10,21,28,10,10,10
block81,81,5,3,7095.542969,43.03167,-83.671442,33472,7498,80,231,96,0,0,0,0,0,0,8,8,4,0,0,0,11,0,30,0,0,0,19,0,7,9,0,135,21,17,0,0,0,0,0,0,0,7,0,0,17,24,7,0,0,33,0,9,0,0,0,100,48,10,10,10,10,10,10,13,15,6,10,10,10,17,10,25,10,10,10,27,10,10,14,10,62,34,18,10,10,10,10,10,10,10,11,10,10,18,24,12,10,10,33,10,14,10,10,10
block82,82,5,9,21464.19922,43.029284,-83.667036,21331,12636,81,727,332,0,9,31,0,0,27,0,0,9,31,30,33,42,23,19,0,43,0,35,0,0,0,0,395,31,9,94,62,23,3,0,4,9,9,26,18,14,32,10,0,36,0,0,0,0,0,15,342,131,10,15,30,10,10,46,10,10,20,44,43,47,40,30,25,10,42,10,51,10,10,10,10,253,46,14,134,59,39,10,10,11,14,16,38,26,23,47,17,10,39,10,10,10,10,10,24
block83,83,4,12,39052.66797,43.029503,-83.663346,0,0,82,447,255,33,8,39,19,0,23,8,0,44,0,0,0,39,12,0,0,6,0,0,24,0,0,0,192,0,29,0,0,17,0,0,23,0,25,19,0,0,13,0,18,18,0,0,0,0,30,0,200,114,49,15,48,24,10,38,13,10,50,10,10,10,56,14,10,10,9,10,10,26,10,10,10,97,10,42,10,10,22,10,10,38,10,38,24,10,10,15,10,21,19,10,10,10,10,43,10
block84,84,4,43,99542.87109,43.029572,-83.658954,28239,7491,83,1043,587,0,66,55,54,40,0,0,18,43,35,56,81,18,61,14,9,6,0,19,12,0,0,0,456,0,13,39,21,19,21,9,0,0,66,21,98,27,37,22,0,13,0,19,31,0,0,0,281,182,10,75,37,46,45,10,10,28,46,46,55,59,21,45,15,13,10,10,27,20,10,10,10,128,10,20,31,33,24,31,16,10,10,49,34,60,38,30,21,10,17,10,27,34,10,10,10
block85,85,4,8,84107.17969,43.039673,-83.648995,18393,5259,84,787,370,18,0,62,0,0,3,22,25,20,27,91,15,3,45,5,0,0,0,11,0,11,0,12,417,20,20,0,0,64,9,0,69,18,0,9,19,34,21,60,10,10,44,0,10,0,0,0,212,141,38,10,38,10,10,7,32,26,26,45,51,24,6,48,10,10,10,10,17,10,17,10,18,126,31,33,10,10,41,15,10,57,37,10,14,30,30,32,36,15,16,53,10,16,10,10,10
block86,86,4,0,0,43.039919,-83.639086,58125,12416,85,1218,494,33,0,22,35,0,24,0,0,52,23,25,0,23,137,3,27,32,15,0,10,9,24,0,724,98,11,24,33,19,0,0,0,34,55,34,0,14,155,51,14,29,18,0,40,42,13,40,352,153,36,10,25,45,10,36,10,10,62,40,45,10,25,64,6,32,31,23,10,16,15,27,10,244,124,17,27,37,34,10,10,10,45,60,39,10,21,71,37,22,29,24,10,29,32,21,38
block87,87,4,16,49366.57031,43.035109,-83.642968,23942,14521,86,1064,611,51,22,28,0,0,0,13,18,44,12,116,0,32,145,36,26,24,12,11,21,0,0,0,453,73,24,24,0,0,0,0,7,81,89,0,6,56,31,25,13,0,12,12,0,0,0,0,319,174,42,30,41,10,10,10,19,26,65,21,71,10,34,91,41,21,26,18,17,21,10,10,10,181,53,28,31,10,10,10,10,18,69,69,10,13,60,28,28,20,10,18,19,10,10,10,10
block88,88,4,27,58017.96875,43.031119,-83.639608,0,0,87,699,355,75,0,10,0,7,0,10,0,75,40,0,11,11,53,52,0,0,0,0,0,11,0,0,344,61,9,0,0,0,0,0,57,9,144,0,17,18,0,9,0,10,0,10,0,0,0,0,337,187,72,10,17,10,13,10,18,10,85,54,10,17,17,67,63,10,10,10,10,10,17,10,10,181,93,16,10,10,10,10,10,48,15,133,10,21,19,10,16,10,15,10,17,10,10,10,10
block89,89,5,11,26258.01953,43.008044,-83.688168,0,0,88,687,552,0,0,0,0,62,24,44,104,71,53,47,53,58,12,24,0,0,0,0,0,0,0,0,135,0,0,0,0,49,0,0,13,17,17,11,0,0,0,28,0,0,0,0,0,0,0,0,153,139,10,10,10,10,45,17,52,39,48,34,32,36,42,17,17,10,10,10,10,10,10,10,10,99,10,10,10,10,86,10,10,13,19,25,16,10,10,10,32,10,10,10,10,10,10,10,10
block9,9,1,1,8407.542969,43.064019,-83.720777,25536,7316,8,1209,577,0,73,59,69,60,0,0,0,97,36,35,22,72,0,16,0,13,0,15,0,10,0,0,632,36,0,46,8,41,0,0,43,49,21,87,49,58,78,30,28,14,0,15,0,19,10,0,358,193,10,70,56,56,80,10,10,10,93,55,39,28,58,10,23,10,19,10,24,10,17,10,10,211,57,10,52,14,45,10,10,58,56,30,69,48,59,64,45,32,22,10,18,10,23,16,10
block90,90,5,126,321838.9844,43.019224,-83.697373,19750,12649,89,1292,741,47,7,0,49,88,51,26,81,98,27,26,10,60,34,81,21,10,10,0,6,9,0,0,551,0,0,18,0,118,57,45,37,69,39,15,32,3,6,43,7,37,0,3,0,0,0,22,242,168,46,10,10,39,70,40,26,45,80,36,31,22,44,31,56,25,12,22,10,9,11,10,10,120,10,10,19,10,61,33,28,35,49,30,15,22,6,9,27,11,26,10,7,10,10,10,28
block91,91,5,36,143025.6289,43.008508,-83.693026,18427,2853,90,754,288,8,15,16,32,0,0,24,7,37,8,32,10,2,14,5,26,8,9,17,18,0,0,0,466,0,0,24,0,9,0,4,54,161,70,0,6,11,63,4,20,0,11,29,0,0,0,0,244,87,18,21,17,33,10,10,24,10,30,20,30,15,6,17,11,28,19,14,26,16,10,10,10,201,10,10,21,10,14,10,8,39,96,71,10,9,13,47,8,27,10,13,27,10,10,10,10
block92,92,7,7,39800.41016,43.019025,-83.680196,14943,11346,91,928,561,0,0,0,0,0,0,14,123,83,0,30,0,53,52,87,0,0,0,46,26,30,9,8,367,0,0,0,38,0,0,21,35,50,0,0,0,33,37,41,0,0,0,33,25,18,25,11,242,192,10,10,10,10,10,10,22,131,71,10,46,10,51,35,42,10,10,10,44,24,28,14,13,158,10,10,10,60,10,10,35,41,56,10,10,10,44,56,32,10,10,10,49,25,18,28,17
block93,93,7,1,28640.63672,43.013348,-83.675234,12235,1586,92,1160,488,4,0,88,12,0,13,40,7,9,24,54,0,22,5,75,15,24,0,31,19,11,10,25,672,0,59,14,102,51,0,3,8,0,27,46,14,10,68,46,56,46,24,34,17,9,0,38,340,154,10,10,93,22,10,25,32,13,14,24,57,10,30,10,48,18,26,10,25,20,17,14,29,231,10,55,23,106,39,10,12,16,10,27,48,21,16,52,38,47,44,24,38,21,14,10,32
block94,94,7,6,10304.63672,43.021431,-83.664501,67772,30624,93,1446,765,31,178,61,141,14,0,12,21,41,59,14,59,58,9,0,19,10,0,0,21,0,9,8,681,135,17,83,1,5,0,0,5,23,95,47,54,42,41,13,8,0,48,0,8,12,18,26,477,278,38,149,74,160,22,10,18,25,41,54,20,61,50,14,10,22,16,10,10,25,10,14,13,213,100,24,72,4,8,10,10,9,27,88,53,47,39,32,20,15,10,43,10,13,20,20,23
block95,95,7,15,41706.41016,43.021664,-83.658537,42292,19594,94,1384,673,40,40,25,0,9,0,12,19,16,102,55,47,68,21,56,105,0,8,0,42,0,8,0,711,97,75,27,0,0,0,0,19,71,76,38,24,31,9,74,41,12,32,0,34,0,20,31,398,226,60,48,42,10,14,10,21,23,19,88,60,57,61,25,51,74,10,13,10,36,10,15,10,229,73,74,44,10,10,10,10,23,57,71,35,30,47,15,62,41,20,33,10,33,10,24,45
block96,96,7,0,0,43.015817,-83.665203,47813,15834,95,1629,836,122,42,15,28,21,0,0,15,48,157,65,9,0,63,20,56,48,0,42,46,39,0,0,793,127,33,34,0,25,0,32,45,65,69,15,18,59,44,41,0,28,10,73,17,23,16,19,339,210,87,51,26,35,31,10,10,26,54,118,59,13,10,49,31,36,40,10,29,32,29,10,10,206,89,50,49,10,39,10,53,57,57,62,25,19,62,43,34,10,32,15,33,18,26,18,21
block97,97,7,2,8858.917969,43.006649,-83.639447,30657,3844,96,1126,448,18,29,67,23,4,21,0,0,10,17,20,35,30,17,12,30,0,25,16,18,19,31,6,678,19,36,35,40,13,4,0,9,30,83,68,25,20,37,49,17,36,11,6,40,38,56,6,218,110,28,31,55,26,9,21,10,10,13,28,26,32,26,17,15,21,10,23,18,18,17,22,9,148,28,35,37,53,20,6,10,12,25,58,42,28,18,21,36,18,27,15,9,27,23,33,9
block98,98,7,111,1329948.332,43.01159,-83.642437,26250,12249,97,1097,433,15,23,3,52,18,0,0,32,45,45,0,18,37,9,42,1,7,28,0,6,39,13,0,664,17,42,20,32,12,0,0,26,25,35,19,52,60,64,44,29,37,5,16,37,33,25,34,202,124,21,21,9,37,16,10,10,32,37,44,10,27,23,16,31,4,11,26,10,9,23,20,10,138,19,32,20,27,14,10,10,23,25,31,17,39,38,55,26,22,24,8,17,30,25,31,29
block99,99,7,10,47787.92188,43.00726,-83.672352,0,0,98,320,129,54,33,0,0,0,0,0,0,0,14,0,22,0,6,0,0,0,0,0,0,0,0,0,191,48,0,24,0,0,0,0,28,0,35,12,12,13,0,0,0,19,0,0,0,0,0,0,207,91,86,36,10,10,10,10,10,10,10,21,10,23,10,11,10,10,10,10,10,10,10,10,10,121,58,10,42,10,10,10,10,44,10,44,20,18,20,10,10,10,21,10,10,10,10,10,10
